Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
FALSE,vanessa-series-30k-triple-offset-valve-family,Family-Categories,"Vanessa Series 30,000 Triple Offset Valves Family",vanessa-series-30k-triple-offset-valve-family,,,,EMR,,TRUE
FALSE,Vapor-De-Greasers,Ultrasonic-Cleaning,Vapor Degreasers,vapor-de-greasers,Products - Vapor De Greasers|Emerson,Browse Vapor De Greasers products,Manufacturer|EMR Industry|EMR Segment|EMR Tank Capacity,EMR,,TRUE
FALSE,Velocity-Time-Meter,Sensors-Controls,Velocity - Time - Meter,velocity-time-meter,Products - Velocity - Time - Meter | Emerson,Browse Velocity - Time - Meter Products,EMR Industry|EMR Product Series|EMR Measuring range speed max.|EMR Protection class,EMR,,TRUE
FALSE,Vibrating-Forks,Point-Level-Measurement,Vibrating Forks,vibrating-forks,Products - Vibrating Forks | Emerson US,Browse Vibrating Forks Level Measurement Products,Manufacturer|EMR Industry|EMR Instrument Type|EMR Communication Protocol|EMR Process Connection Type,EMR,,TRUE
FALSE,Vibration-Welding,Welding-Assembly-Cleaning,Vibration Welding,vibration-welding,Products - Vibration Welding|Emerson,Browse Vibration Welding products,Manufacturer|EMR Industry|EMR Segment|EMR Max Clamping Force,EMR,,TRUE
FALSE,Virtualization,DeltaV-Distributed-Control-System-Process-Industries,Virtualization,virtualization,Products - Virtualization|Emerson,Browse Virtualization products,,EMR,,TRUE
FALSE,Visual-Inspections,Asset-Monitoring,Visual Inspections,visual-inspections,Products - Visual Inspections | Emerson,Digitally capture route information to drive operations and maintenance action,,EMR,,TRUE
FALSE,Visual-Signal-Lighting,Lighting,Visual Signal Lighting,visual-signal-lighting,Products - Visual Signal Lighting|Emerson,Browse Visual Signal Lighting products,EMR Area Classification|EMR Certifications|EMR Wattage|EMR Lumens|EMR Industry,EMR,,TRUE
FALSE,Vortex,Flow,Vortex,rosemount-flow-vortex,Products - Vortex | Emerson,Browse Vortex products,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,Vortex-Accessories,Vortex,Vortex Accessories,vortex-accessories,Products - Vortex Accessories | Emerson,Browse Vortex Accessories,EMR Part Type|EMR Model Name,EMR,,TRUE
FALSE,Vortex-Flow-Meters,Vortex,Vortex Flow Meters,rosemount-flow-vortex-flow-meters,Products - Vortex Flow Meters| Emerson,Browse Vortex Flow Meters products,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Process Connection Type|EMR User Interface|EMR Safety Certification|EMR Electronics Mounting Connection|EMR Flow Range|EMR User Interface,EMR,,TRUE
FALSE,Vortex-Spare-Parts,Vortex,Vortex Spare Parts,vortex-spare-parts,Products - Vortex Spare Parts | Emerson,Browse Vortex Spare Parts,EMR Part Type|EMR Model Name,EMR,,TRUE
TRUE,Wands,Filter-Tools-And-Parts,Wands,m-wands,,,,PROTEAM,Wands,TRUE
TRUE,Warranty-Coverage,Literature,Warranty-Coverage,m-warranty-coverage,,,,PROTEAM,Warranty-Coverage,TRUE
TRUE,Warranty-Information,Literature,Warranty-Information,m-warranty-information,,,,PROTEAM,Warranty-Information,TRUE
FALSE,Watercut,Flow,Watercut,roxar-watercut,Products - Watercut | Emerson,Browse Watercut products,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Accuracy|EMR Certifications|EMR Output Variables|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Fluid State|EMR Installation Type|EMR Input Signal|EMR Power Source|EMR Flow Range|EMR Area Classification|EMR Flow Range,EMR,,TRUE
FALSE,Water-Detection-Products,Sensing-and-Protection-Devices,Water Detection Products,water-detection-products,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Water-Dispensers,Insinkerator,Water Dispensers,water-dispensers,Browse all InSinkErator Water Dispensers | InSinkErator,Browse the full line of InSinkErator Instant Hot Water Dispensers for near boiling and cool water on-demand. Find the best water dispensers., EMR Handle Type|EMR Required Hole Diameter|EMR Water|EMR Tap Type,ISE,,TRUE
FALSE,Water-Filters,Steaming-Hot-Water-Taps,Water Filters,water-filters,Water Filters | InSinkErator UK,Keep the taste from your InSinkErator tap as pure as possible by replacing the filter. Buy yours now to continue getting tasty hot and cold filtered water.,,ISE,,TRUE
FALSE,Water-Filtration,Water-Dispensers,Water Filtration,water-filtration,Water Filtration Systems | InSinkErator,Using an InSinkErator water filtration system for the home & replacing your filter regularly ensures the best-tasting water for drinking & cooking. View details now.,EMR Finish|EMR Handle Type| |EMR Required Hole Diameter|EMR Water Type,ISE,,TRUE
FALSE,Water-Heater,Heating-Controls,Water Heater,water-heater,,,EMR Platform|Manufacturer|EMR Industry|EMR Universal,CLIMATE,,TRUE
FALSE,Water-Supply-and-Drain-Lines,Indoor-Outdoor-Heating-Cables,Water Supply and Drain Lines,water-supply-and-drain-lines,,,EMR Platform|Manufacturer|EMR Industry|EMR Product Type|EMR Cable Length|EMR Voltage,EMR,,TRUE
FALSE,Weather-Stations,Sensors,Weather Stations,weather-stations,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Welding-Assembly-Cleaning,Automation-Solutions,"Welding, Assembly and Cleaning",welding-assembly-cleaning,"Products - Welding, Assembly and Cleaning|Emerson",Browse Precision Welding and Cleaning products,Manufacturer|EMR Industry|EMR Segment,EMR,,TRUE
FALSE,Well-Planning-Real-Time-Monitoring,Reservoir-Management-Software,Well Planning and Real-Time Monitoring,well-planning-real-time-monitoring,Products - Well Planning and Real-Time Monitoring|Emerson,Browse Well Planning and Real-Time Monitoring products,,EMR,,TRUE
TRUE,Wet/Dry-Vacuums-And-Airmovers,Vacuums,Wet/Dry-Vacuums-And-Airmovers,m-wet-dry-vacuums-and-airmovers,,,,PROTEAM,Wet/Dry-Vacuums-And-Airmovers,TRUE
FALSE,WiFi-Thermostats,Sensi,WiFi Thermostats,wifi-thermostats,,,EMR Platform|Manufacturer|EMR Industry,SENSI,,TRUE
FALSE,Wireless Acoustic,Industrial-Wireless,Wireless Acoustic,wireless-acoustic,Products - Wireless Acoustic | Emerson US,Browse Emerson's Wireless Acoustic products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Adapters,Industrial-Wireless,Wireless Adapters,wireless-adapters,Products - Wireless Adapters | Emerson US,Browse Emerson's Wireless Adapters,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|,EMR,,TRUE
FALSE,Wireless-Analytics,Industrial-Wireless,Wireless Analytics,wireless-analytics,Products - Wireless Analytics | Emerson US,Browse Wireless Analytics Applications,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Controllers,Controllers-Instruments,Wireless Controllers,wireless-controllers,Products - Wireless Controllers|Emerson,Browse Wireless Controllers products,Manufacturer|EMR Product Type|EMR Industry|EMR Application|EMR Communication Protocol|EMR Power Source|EMR Diagnostics|EMR Data Interface|EMR Area Classification|EMR Safety Certification|EMR Certifications|EMR Input Signal|EMR Measurement Type|EMR Position Control|EMR Mounting Type|EMR Supply Media|EMR Operating Temperature|EMR Media|EMR Max Outlet Pressure|EMR Valve Size,EMR,,TRUE
FALSE,Wireless-Corrosion-Erosion,Industrial-Wireless,Wireless Corrosion & Erosion,wireless-corrosion-erosion,Products - Wireless Corrosion & Erosion | Emerson US,Browse Emerson's Wireless Corrosion & Erosion products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Discrete,Industrial-Wireless,Wireless Discrete,wireless-acoustic-discrete,Products - Wireless Acoustic Discrete | Emerson US,Browse Emerson's Wireless Discrete Measurement,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Flame-Gas-Detection,Industrial-Wireless,Wireless Flame & Gas Detection,wireless-flame-gas-detection,Products - Wireless Flame & Gas Detection | Emerson US,Browse Emerson's Wireless Flame &amp; Gas Detection products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Measurement Type|EMR Detected Flame|EMR Detected Gas|,EMR,,TRUE
FALSE,Wireless-Flow-Measurement,Industrial-Wireless,Wireless Flow Measurement,wireless-flow-measurement,Products - Wireless Flow Measurement | Emerson US,Browse Emerson's Wireless Flow Measurement products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Pressure Class|,EMR,,TRUE
FALSE,Wireless-Level-Measurement,Industrial-Wireless,Wireless Level Measurement,wireless-level-measurement,Products - Wireless Level Measurement | Emerson US,Browse Emerson's Wireless Level Measurement products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Location,Industrial-Wireless,Wireless Location,wireless-location,Products - Wireless Location | Emerson US,Browse Emerson's Wireless Location products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Network,Industrial-Wireless,Wireless Network,wireless-network,Products - Wireless Network | Emerson US,Browse Emerson's Network products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Position-Monitors,Industrial-Wireless,Wireless Position Monitors,wireless-position-monitors,Products - Wireless Position Monitors | Emerson US,Browse Emerson's Wireless Position Monitor products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|,EMR,,TRUE
FALSE,Wireless-Power-Solutions,Industrial-Wireless,Wireless Power Solutions,wireless-power-solutions,Products - Wireless Power Solutions | Emerson US,Browse Wireless Power Solutions,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Pressure-Measurement,Industrial-Wireless,Wireless Pressure Measurement,wireless-pressure-measurement,Products - Wireless Pressure Measurement | Emerson US,Browse Emerson's Wireless Pressure Measurement products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Measurement Type|EMR Pressure Class|,EMR,,TRUE
FALSE,Wireless-Sensors,Sensing-Solutions,Wireless Sensors,wireless-sensors,,,EMR Platform|Manufacturer|EMR Industry|EMR Measurement Type|EMR Sensor Type|EMR Technology Type,CLIMATE,,TRUE
FALSE,Wireless-Spare-Parts,Industrial-Wireless,Wireless Spare Parts,wireless-spare-parts,Products - Wireless Spare Parts | Emerson US,Browse Emerson's Wireless Spare Parts products,Manufacturer|EMR Industry|EMR Technology Type|EMR Communication Protocol|EMR Certifications|EMR Product Type|EMR Operating Temperature|EMR Mounting Type|EMR Measurement Type,EMR,,TRUE
FALSE,Wireless-Tank-Gauging,Industrial-Wireless,Wireless Tank Gauging,wireless-tank-gauging,Products - Wireless Tank Gauging | Emerson US,Browse Emerson's Wireless Tank Gauging products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|,EMR,,TRUE
FALSE,Wireless-Temperature,Industrial-Wireless,Wireless Temperature,wireless-temperature,Products - Wireless Temperature | Emerson US,Browse Emerson's Wireless Temperature products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Measurement Type|,EMR,,TRUE
FALSE,Wireless-UT-Corrosion-and-Erosion-Monitoring,Corrosion-Erosion-Monitoring,Wireless UT Corrosion and Erosion Monitoring,wireless-ut-corrosion-erosion,Wireless UT Corrosion and Erosion Monitoring |Emerson,Browse Wireless-UT-Corrosion-and-Erosion-Monitoring Products,Manufacturer|EMR Industry|EMR Product Type|EMR Mounting Type|EMR Communication Protocol|EMR Sensor Type,EMR,,TRUE
FALSE,Wireless-Vibration-Transmitters,Industrial-Wireless,Wireless Vibration Transmitters,wireless-vibration-transmitters,Products - Wireless Vibration Transmitters | Emerson US,Browse Emerson's Wireless Vibration Transmitters products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|,EMR,,TRUE
FALSE,Wire-Splicing,Ultrasonic-Metal-Welding,Wire Splicing,wire-splicing,Products - Wire Splicing|Emerson,Browse Wire Splicing products,Manufacturer|EMR Industry|EMR Segment|EMR Frequency|EMR Output Power,EMR,,TRUE
TRUE,Wiring-Diagrams,Literature,Wiring-Diagrams,m-wiring-diagrams,,,,PROTEAM,Wiring-Diagrams,TRUE
FALSE,Workforce-Performance,Consulting-Services,Workforce Performance,workforce-performance,Consulting Services - Workforce Performance | Emerson,Browse Workforce Performance Consulting Services,Manufacturer,EMR,,TRUE
FALSE,yarway-welbond-globe-valve-family,Family-Categories,Yarway Welbond Small Bore High Pressure Globe Valves Family,yarway-welbond-globe-valve-family,,,,EMR,,TRUE
FALSE,rosemount-389-family,Family-Categories,rosemount-389-family,rosemount-389-family,,,,EMR,rosemount-389-family,TRUE
FALSE,rosemount-396-family,Family-Categories,rosemount-396-family,rosemount-396-family,,,,EMR,rosemount-396-family,TRUE
FALSE,rosemount-396r-family,Family-Categories,rosemount-396r-family,rosemount-396r-family,,,,EMR,rosemount-396r-family,TRUE
FALSE,rosemount-396p-family,Family-Categories,rosemount-396p-family,rosemount-396p-family,,,,EMR,rosemount-396p-family,TRUE
FALSE,rosemount-398-family,Family-Categories,rosemount-398-family,rosemount-398-family,,,,EMR,rosemount-398-family,TRUE
FALSE,rosemount-398r-family,Family-Categories,rosemount-398r-family,rosemount-398r-family,,,,EMR,rosemount-398r-family,TRUE
FALSE,rosemount-400-family,Family-Categories,rosemount-400-family,rosemount-400-family,,,,EMR,rosemount-400-family,TRUE
FALSE,rosemount-oxymitter-4000-family,Family-Categories,rosemount-oxymitter-4000-family,rosemount-oxymitter-4000-family,,,,EMR,rosemount-oxymitter-4000-family,TRUE
FALSE,rosemount-6888-family,Family-Categories,rosemount-6888-family,rosemount-6888-family,,,,EMR,rosemount-6888-family,TRUE
FALSE,rosemount-ocx8800-family,Family-Categories,rosemount-ocx8800-family,rosemount-ocx8800-family,,,,EMR,rosemount-ocx8800-family,TRUE
FALSE,Hidden Category,Sensi,Hidden Category,hidden-category,,,,SENSI,,FALSE
TRUE,M-Control-Safety-Systems,M-Automation-Solutions,Control and Safety Systems,m-control-safety-systems,,,,EMR,,TRUE
TRUE,M-Machine-Automation,M-Control-Safety-Systems,Machine-Automation,m-machine-automation,,,,EMR,,TRUE
FALSE,CIMPLICITY-HMI/SCADA,SCADA-Systems,CIMPLICITY HMI/SCADA,cimplicity-hmi-scada,Products - CIMPLICITY-HMI/SCADA,Browse CIMPLICITY-HMI/SCADA,,EMR,,TRUE
FALSE,Industrial-Computing,Control-Safety-Systems,Industrial Computing,industrial-computing,Products - Industrial-Computing,Browse Industrial-Computing,,EMR,,TRUE
FALSE,COM-Express,Industrial-Computing,COM Express,com-express,Products - COM-Express,Browse COM-Express,EMR Family|EMR Processor|EMR CPU Power|EMR CPU Core Count|EMR Memory|EMR Storage|EMR Non-Volatile RAM|EMR Ethernet|EMR USB|EMR Operating Temperature,EMR,,TRUE
FALSE,Industrial-PC-(IPC),Industrial-Computing,Industrial PC (IPC),industrial-pc-ipc,Products - Industrial-PC-(IPC),Browse Industrial-PC-(IPC),EMR Family|EMR Processor|EMR CPU Power|EMR CPU Core Count|EMR Memory|EMR Storage|EMR Non-Volatile RAM|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating Temperature,EMR,,TRUE
FALSE,Panel-PC,Industrial-Computing,Panel PC,panel-pc,Products - Panel-PC,Browse Panel-PC,EMR CPU Specifications | EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Industrial-Web-Panels,Industrial-Computing,Industrial Web Panels,industrial-web-panels,Products - Industrial-Web-Panels,Browse Industrial-Web-Panels,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Industrial-Web-Panels,Human-Machine-Interfaces-(HMI),Industrial Web Panels,industrial-web-panels,Products - Industrial-Web-Panels,Browse Industrial-Web-Panels,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Industrial-Monitors,Industrial-Computing,Industrial Monitors,industrial-monitors,Products - Industrial-Monitors,Browse Industrial-Monitors,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Industrial-Monitors,Human-Machine-Interfaces-(HMI),Industrial Monitors,industrial-monitors,Products - Industrial-Monitors,Browse Industrial-Monitors,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Programmable-Automation-Control-Systems-(PLC/PAC),Control-Safety-Systems,Programmable Automation Control Systems (PLC / PAC),programmable-automation-control-systems-plc-pac,Products - Programmable-Automation-Control-Systems-(PLC/PAC),Browse Programmable-Automation-Control-Systems-(PLC/PAC),,EMR,,TRUE
FALSE,System/Architectures-(Industrial-Automation),Programmable-Automation-Control-Systems-(PLC/PAC),System / Architectures (Industrial Automation),system-architectures-industrial-automation,Products - System/Architectures-(Industrial-Automation),Browse System/Architectures-(Industrial-Automation),,EMR,,TRUE
FALSE,Automation-Technology,System/Architectures-(Industrial-Automation),Automation Technology,automation-technology,Products - Automation-Technology,Browse Automation-Technology,,EMR,,TRUE
FALSE,QuickPanel-Control-System,System/Architectures-(Industrial-Automation),QuickPanel+ Control System,quickpanel-control-system,Products - QuickPanel-Control System,Browse QuickPanel-Control System,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Equipment-Insight-information-flow,System/Architectures-(Industrial-Automation),Equipment Insight information flow,equipment-insight-information-flow,Products - Equipment-Insight-information-flow,Browse Equipment-Insight-information-flow,,EMR,,TRUE
FALSE,Programmable-Automation-Controllers,Programmable-Automation-Control-Systems-(PLC/PAC),Programmable Automation Controllers,programmable-automation-controllers,Products - Programmable-Automation-Controllers,Browse Programmable-Automation-Controllers,,EMR,,TRUE
FALSE,Large-Controllers,Programmable-Automation-Controllers,Large Controllers,large-controllers,Products - Large-Controllers,Browse Large-Controllers,EMR Mounting | EMR Redundancy | EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,Compact-Controllers,Programmable-Automation-Controllers,Compact Controllers,compact-controllers,Products - Compact-Controllers,Browse Compact-Controllers,EMR Mounting | EMR Redundancy | EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,Small/Micro-Controllers,Programmable-Automation-Controllers,Small / Micro Controllers,small-micro-controllers,Products - Small/Micro-Controllers,Browse Small/Micro-Controllers,EMR Mounting | EMR Ports,EMR,,TRUE
FALSE,Industrial-I/O,Programmable-Automation-Control-Systems-(PLC/PAC),Industrial I/O,industrial-i-o,Products - Industrial-I/O,Browse Industrial-I/O,,EMR,,TRUE
FALSE,Chassis-based-I/O,Industrial-I/O,Chassis-based I/O,chassis-based-i-o,Products - Chassis-based-I/O,Browse Chassis-based-I/O,EMR Certifications | EMR Dimensions,EMR,,TRUE
FALSE,Intrinsically-safe-I/O,Industrial-I/O,Intrinsically safe I/O,intrinsically-safe-i-o,Products - Intrinsically-safe-I/O,Browse Intrinsically-safe-I/O,EMR Certifications | EMR Dimensions,EMR,,TRUE
FALSE,Distributed-Slice-I/O,Industrial-I/O,Distributed Slice I/O,distributed-slice-i-o,Products - Distributed-Slice-I/O,Browse Distributed-Slice-I/O,EMR Certifications | EMR Dimensions,EMR,,TRUE
FALSE,On-machine-distributed-I/O,Industrial-I/O,On-machine distributed I/O,on-machine-distributed-i-o,Products - On-machine-distributed-I/O,Browse On-machine-distributed-I/O,EMR Certifications | EMR Dimensions,EMR,,TRUE
FALSE,Motion-Control,Programmable-Automation-Control-Systems-(PLC/PAC),Motion Control,motion-control,Products - Motion-Control,Browse Motion-Control,,EMR,,TRUE
FALSE,Variable-Frequency-Drives-(VFD),Motion-Control,Variable Frequency Drives (VFD),variable-frequency-drives-vfd,Products - Variable-Frequency-Drives-(VFD),Browse Variable-Frequency-Drives-(VFD),EMR Horsepower Range|EMR Voltage|EMR Enclosure Type,EMR,,TRUE
FALSE,Servo-Motion,Motion-Control,Servo Motion,servo-motion,Products - Servo-Motion,Browse Servo-Motion,EMR Certifications ,EMR,,TRUE
FALSE,Control-Software,Programmable-Automation-Control-Systems-(PLC/PAC),Control Software,control-software,Products - Control-Software,Browse Control-Software,,EMR,,TRUE
FALSE,Machine-Edition/PPS,Control-Software,Machine Edition,machine-edition-pps,Products - Machine-Edition,Browse Machine-Edition,EMR CPU|EMR Ethernet|EMR USB|EMR Serial Interfaces|EMR Communication Slots|EMR Operating System,EMR,,TRUE
FALSE,Industrial-Ethernet-Switches,Programmable-Automation-Control-Systems-(PLC/PAC),Industrial Ethernet Switches,industrial-ethernet-switches,Products - Industrial-Ethernet-Switches,Browse Industrial-Ethernet-Switches,,EMR,,TRUE
FALSE,Unmanaged-and-Simple-Ethernet-Switches,Industrial-Ethernet-Switches,Unmanaged & Simple Ethernet Switches,unmanaged-and-simple-ethernet-switches,Products - Unmanaged-and-Simple-Ethernet-Switches,Browse Unmanaged-and-Simple-Ethernet-Switches,EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,Combo-Gigabit-and-Layer-3-Ethernet-Switches,Industrial-Ethernet-Switches,Combo Gigabit & Layer 3 Ethernet Switches,combo-gigabit-and-layer-3-ethernet-switches,Products - Combo-Gigabit-and-Layer-3-Ethernet-Switches,Browse Combo-Gigabit-and-Layer-3-Ethernet-Switches,EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,Full-Managed-Ethernet-Switches,Industrial-Ethernet-Switches,Full Managed Ethernet Switches,full-managed-ethernet-switches,Products - Full-Managed-Ethernet-Switches,Browse Full-Managed-Ethernet-Switches,EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,PROFINET-Managed-Gigabit-Ethernet-Switches,Industrial-Ethernet-Switches,PROFINET Managed Gigabit Ethernet Switches,profinet-managed-gigabit-ethernet-switches,Products - PROFINET-Managed-Gigabit-Ethernet-Switches,Browse PROFINET-Managed-Gigabit-Ethernet-Switches,EMR Ports | EMR Certifications,EMR,,TRUE
FALSE,Human-Machine-Interfaces-(HMI),Programmable-Automation-Control-Systems-(PLC/PAC),Human Machine Interfaces (HMI),human-machine-interfaces-hmi,Products - Human-Machine-Interfaces-(HMI),Browse Human-Machine-Interfaces-(HMI),,EMR,,TRUE
FALSE,QuickPanel,Human-Machine-Interfaces-(HMI),QuickPanel+,quickpanel,Products - QuickPanel,Browse QuickPanel,EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Panel-PCs,Human-Machine-Interfaces-(HMI),Panel PCs,panel-pcs,Products - Panel-PCs,Browse Panel-PCs,EMR CPU Specifications | EMR Display Resolution | EMR Lumens | EMR Unit Size | EMR Certifications,EMR,,TRUE
FALSE,Edge-Devices-and-Software,Programmable-Automation-Control-Systems-(PLC/PAC),Edge Devices & Software,edge-devices-and-software,Products - Edge-Devices-and-Software,Browse Edge-Devices-and-Software,,EMR,,TRUE
FALSE,Safety-Control,Programmable-Automation-Control-Systems-(PLC/PAC),Safety Control,safety-control,Products - Safety-Control,Browse Safety-Control,,EMR,,TRUE
FALSE,Machine-Safety,Safety-Control,Machine Safety,machine-safety,Products - Machine-Safety,Browse Machine-Safety,,EMR,,TRUE
FALSE,Safety-Controllers,Machine-Safety,Safety Controllers,safety-controllers,Products - Safety-Controllers,Browse Safety-Controllers,EMR Certifications | EMR Safety Certification,EMR,,TRUE
FALSE,Safety-I/O,Machine-Safety,Safety I/O,safety-i-o,Products - Safety-I/O,Browse Safety-I/O,EMR Certifications | EMR Safety Certification,EMR,,TRUE
FALSE,Process-Safety,Safety-Control,Process Safety,process-safety,Products - Process-Safety,Browse Process-Safety,,EMR,,TRUE
FALSE,Standard-Series,Garbage-Disposals,Standard Series,standard-series,Standard Series | InSinkErator,InSinkErator's garbage disposals have established the standard for reliability & durability in kitchens all over the world. Explore today!,EMR Power Cord Attached|EMR Horsepower Range|EMR Stages,ISE,,TRUE
FALSE,Power-Series,Garbage-Disposals,Power Series,power-series,Power Series | InSinkErator,InSinkErator's garbage disposals have established the standard for reliability & durability in kitchens all over the world. Explore today!,EMR Power Cord Attached|EMR Horsepower Range|EMR Stages,ISE,,TRUE
FALSE,Quiet-Series,Garbage-Disposals,Quiet Series,quiet-series,Quiet Series | InSinkErator,InSinkErator's garbage disposals have established the standard for reliability & durability in kitchens all over the world. Explore today!,EMR Power Cord Attached|EMR Horsepower Range|EMR Stages,ISE,,TRUE
FALSE,rosemount-ms-family,Family-Categories,Rosemount MS Family,rosemount-ms-family,Rosemount MS Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-quad-family,Family-Categories,Rosemount Quad Family,rosemount-quad-family,Rosemount Quad Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-dual-family,Family-Categories,Rosemount  Dual Family,rosemount-dual-family,Rosemount  Dual Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-flanged-family,Family-Categories,Rosemount Flanged Family,rosemount-flanged-family,Rosemount Flanged Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-wafer-family,Family-Categories,Rosemount Wafer Family,rosemount-wafer-family,Rosemount Wafer Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
FALSE,rosemount-weld-end-family,Family-Categories,Rosemount Weld-End Family,rosemount-weld-end-family,Rosemount Weld-End Family | Emerson,,EMR Instrument Type|EMR Process Wetted Material|EMR Output Signal|EMR Line Size|EMR Accuracy|EMR Certifications|EMR Approvals|EMR Operating Temperature|EMR Operating Pressure|EMR Product Type|EMR Process Connection Type|EMR User Interface|EMR Finish|EMR Electronics Mounting Connection|EMR Electronics Mounting Connection,EMR,,TRUE
